2.019202739999999949e+03,2.099412875946038639e+02
2.019290410999999949e+03,2.099412875946038639e+02
2.019334247000000005e+03,1.964856230543448419e+02
2.019421918000000005e+03,1.962637539123511203e+02
2.019684931999999890e+03,2.031689752275558476e+02
2.019728767000000062e+03,2.007813691617113818e+02
2.019772602999999890e+03,1.981323065743504799e+02
2.019816438000000062e+03,2.129369287235276431e+02
2.019860273999999890e+03,2.013079427246129001e+02
2.020035519000000022e+03,2.257195450681703335e+02
2.020079234999999926e+03,2.235509670633662154e+02
2.020122951000000057e+03,2.202310273452494016e+02
2.020166666999999961e+03,2.015120296102328723e+02
2.020254098000000113e+03,1.978834280899404803e+02
2.020341529999999921e+03,2.231950009660026524e+02
2.020385246000000052e+03,1.980371591716146042e+02
2.020428961999999956e+03,1.976457563476223811e+02
2.020560109000000011e+03,1.996189118689291320e+02
2.020647541000000047e+03,1.992730216735374427e+02
2.020734973000000082e+03,2.215404186713689398e+02
2.020778688999999986e+03,2.154011656569804245e+02
2.020822404000000006e+03,1.995147391029191510e+02
2.020909836000000041e+03,2.066607402247175571e+02
2.020997268000000076e+03,2.180427693452056417e+02
2.021041095999999925e+03,2.178038324365261644e+02
2.021128766999999925e+03,2.186060220268775538e+02
2.021172602999999981e+03,2.149851659544568463e+02
2.021216437999999926e+03,2.202586521789106939e+02
2.021260273999999981e+03,1.976495520285608904e+02
2.021347944999999982e+03,2.251957424307641702e+02
2.021391781000000037e+03,1.974358717039500277e+02
2.021435615999999982e+03,1.991588449534075949e+02
2.021479452000000038e+03,1.974714062747248704e+02
2.021523288000000093e+03,1.976916027210441769e+02
2.021567123000000038e+03,1.960152115256790069e+02
2.021610959000000094e+03,1.983411664999457855e+02
2.021654794999999922e+03,1.982408405344456526e+02
2.021698630000000094e+03,1.954644984048826188e+02
2.021742465999999922e+03,2.168407416512708608e+02
2.021786301000000094e+03,2.089076926368275906e+02
2.021830136999999922e+03,2.044433484532245018e+02
2.021873972999999978e+03,1.988877352661608597e+02
2.021873972999999978e+03,1.988877352661608597e+02
2.021887670999999955e+03,2.011079617775889972e+02
2.021939726000000064e+03,2.192793305963184594e+02
2.021961643999999978e+03,2.119588064524921833e+02
2.021983561999999893e+03,2.245141367215449861e+02
2.022027397000000065e+03,2.197903200636800705e+02
2.022049314999999979e+03,2.158518693719612429e+02
2.022071232999999893e+03,2.185379431690619185e+02
2.022093151000000034e+03,2.087264397298651772e+02
2.022115068000000065e+03,2.013798693358646688e+02
2.022158903999999893e+03,2.187703943063014265e+02
2.022180822000000035e+03,2.135067177467250019e+02
2.022202739999999949e+03,2.159720600944584135e+02
2.022224658000000090e+03,2.151004370888350934e+02
2.022246574999999893e+03,2.194482624588198689e+02
2.022268493000000035e+03,2.222786944776514986e+02
2.022290410999999949e+03,2.037166766697172022e+02
2.022312329000000091e+03,2.100101351896858546e+02
2.022334247000000005e+03,2.216955640294469561e+02
2.022356164000000035e+03,2.154239006055873347e+02
2.022378081999999949e+03,2.205503160938902738e+02
2.022465752999999950e+03,2.211287093003283246e+02
2.022487671000000091e+03,1.986930805227625854e+02
2.022509589000000005e+03,2.216735296771777541e+02
2.022553425000000061e+03,1.982965460380744105e+02
2.022597260000000006e+03,1.990978330716583571e+02
2.022663013999999976e+03,1.978752848328359448e+02
2.022684931999999890e+03,1.954365213234805481e+02
2.022706848999999920e+03,2.015427620763777838e+02
2.022794521000000032e+03,2.046118002533645495e+02
2.022816438000000062e+03,2.108872320029291814e+02
2.022838355999999976e+03,2.088742580886790279e+02
2.022882192000000032e+03,2.201110650795988306e+02
2.022947944999999891e+03,2.186418401332664416e+02
2.022969863000000032e+03,2.044184534477166437e+02
2.023057534000000032e+03,2.122401993887766309e+02
2.023079451999999947e+03,2.114327711551654829e+02
2.023101370000000088e+03,2.203722128367753328e+02
2.023123288000000002e+03,2.187372979359990381e+02
2.023145205000000033e+03,2.175787642363963528e+02
2.023167122999999947e+03,2.213760247941977752e+02
2.023232876999999917e+03,1.880401290655601656e+02
2.023254795000000058e+03,2.197590297826416190e+02
2.023276712000000089e+03,2.154905990910265814e+02
2.023298630000000003e+03,2.114391031038773576e+02
2.023495889999999918e+03,1.971675338802462534e+02
2.023517808000000059e+03,1.977390833149299283e+02
2.023539725999999973e+03,1.967953993749135293e+02
2.023561643999999887e+03,2.008643169177470611e+02
2.023671233000000029e+03,1.994730266499020956e+02
2.023693150999999943e+03,2.005276885797122759e+02
2.023715067999999974e+03,2.041405747256712004e+02
2.023736985999999888e+03,2.226542319486971451e+02
2.023758904000000030e+03,2.020662319956545332e+02
2.023780821999999944e+03,1.982832684378309978e+02
2.023802740000000085e+03,2.022861487465689265e+02
2.023824657999999999e+03,1.982618092608238385e+02
2.023868492999999944e+03,2.096328177194938007e+02
2.023890411000000086e+03,2.173121865263600512e+02
2.023912329000000000e+03,2.252318502376010372e+02
2.023934246999999914e+03,2.251892763977077152e+02
2.023956163999999944e+03,2.203025262839808533e+02
2.024000000000000000e+03,2.218505395999999905e+02
2.024065573999999970e+03,2.218505395999999905e+02
2.024109290000000101e+03,2.218505395999999905e+02
2.024131147999999939e+03,2.218505395999999905e+02
