DecimalYear,WaveHeight
2019.4846,0.459485832
2019.487337,0.411642705
2019.487337,0.411642705
2019.487337,0.411642705
2019.490075,0.381027588
2019.490075,0.381027588
2019.490075,0.381027588
2019.495551,0.382348905
2019.495551,0.382348905
2019.495551,0.382348905
2019.498289,0.655672752
2019.498289,0.655672752
2019.498289,0.655672752
2019.501027,0.956284565
2019.501027,0.956284565
2019.501027,0.956284565
2019.503765,0.929231829
2019.503765,0.929231829
2019.503765,0.929231829
2019.506502,0.957063246
2019.506502,0.957063246
2019.506502,0.957063246
2019.50924,0.735680058
2019.50924,0.735680058
2019.50924,0.735680058
2019.514716,0.8753192
2019.514716,0.8753192
2019.514716,0.8753192
2019.517454,1.1026121
2019.517454,1.1026121
2019.517454,1.1026121
2019.520192,1.037695714
2019.520192,1.037695714
2019.520192,1.037695714
2019.52293,0.724020434
2019.52293,0.724020434
2019.52293,0.724020434
2019.525667,0.559968581
2019.525667,0.559968581
2019.525667,0.559968581
2019.528405,0.58789198
2019.528405,0.58789198
2019.528405,0.58789198
2019.533881,0.830184033
2019.533881,0.830184033
2019.533881,0.830184033
2019.536619,0.923706183
2019.536619,0.923706183
2019.536619,0.923706183
2019.539357,0.902527413
2019.539357,0.902527413
2019.539357,0.902527413
2019.542094,0.739191985
2019.542094,0.739191985
2019.542094,0.739191985
2019.544832,0.658995266
2019.544832,0.658995266
2019.544832,0.658995266
2019.54757,0.58501775
2019.54757,0.58501775
2019.54757,0.58501775
2019.553046,0.538382649
2019.553046,0.538382649
2019.553046,0.538382649
2019.555784,0.445879179
2019.555784,0.445879179
2019.555784,0.445879179
2019.558522,0.515910844
2019.558522,0.515910844
2019.558522,0.515910844
2019.561259,0.780295955
2019.561259,0.780295955
2019.561259,0.780295955
2019.563997,0.745972199
2019.563997,0.745972199
2019.563997,0.745972199
2019.569473,0.756773925
2019.569473,0.756773925
2019.569473,0.756773925
2019.572211,0.66479231
2019.572211,0.66479231
2019.572211,0.66479231
2019.574949,0.509816723
2019.574949,0.509816723
2019.574949,0.509816723
2019.577687,0.411498901
2019.577687,0.411498901
2019.577687,0.411498901
2019.580424,0.402560806
2019.580424,0.402560806
2019.580424,0.402560806
2019.583162,0.461744555
2019.583162,0.461744555
2019.583162,0.461744555
2019.588638,0.563676025
2019.588638,0.563676025
2019.588638,0.563676025
2019.591376,0.48524302
2019.591376,0.48524302
2019.591376,0.48524302
2019.594114,0.585038256
2019.594114,0.585038256
2019.594114,0.585038256
2019.596851,0.656969323
2019.596851,0.656969323
2019.596851,0.656969323
2019.599589,0.586711536
2019.599589,0.586711536
2019.599589,0.586711536
2019.602327,0.53514766
2019.602327,0.53514766
2019.602327,0.53514766
2019.607803,0.455046586
2019.607803,0.455046586
2019.607803,0.455046586
2019.610541,0.484991529
2019.610541,0.484991529
2019.610541,0.484991529
2019.613279,0.552033187
2019.613279,0.552033187
2019.613279,0.552033187
2019.616016,0.686399496
2019.616016,0.686399496
2019.616016,0.686399496
2019.618754,0.736121995
2019.618754,0.736121995
2019.618754,0.736121995
2019.62423,0.740264035
2019.62423,0.740264035
2019.62423,0.740264035
2019.626968,0.656957226
2019.626968,0.656957226
2019.626968,0.656957226
2019.629706,0.51426155
2019.629706,0.51426155
2019.629706,0.51426155
2019.632444,0.436345449
2019.632444,0.436345449
2019.632444,0.436345449
2019.635181,0.62445485
2019.635181,0.62445485
2019.635181,0.62445485
2019.637919,0.899355938
2019.637919,0.899355938
2019.637919,0.899355938
2019.643395,0.839100618
2019.643395,0.839100618
2019.643395,0.839100618
2019.646133,0.678225318
2019.646133,0.678225318
2019.646133,0.678225318
2019.648871,0.572734614
2019.648871,0.572734614
2019.648871,0.572734614
2019.651608,0.448891851
2019.651608,0.448891851
2019.651608,0.448891851
2019.654346,0.462701127
2019.654346,0.462701127
2019.654346,0.462701127
2019.657084,0.443691967
2019.657084,0.443691967
2019.657084,0.443691967
2019.66256,0.47537653
2019.66256,0.47537653
2019.66256,0.47537653
2019.665298,0.490473585
2019.665298,0.490473585
2019.665298,0.490473585
2019.668036,0.591367155
2019.668036,0.591367155
2019.668036,0.591367155
2019.670773,0.562670849
2019.670773,0.562670849
2019.670773,0.562670849
2019.673511,0.620413787
2019.673511,0.620413787
2019.673511,0.620413787
2019.678987,0.578608939
2019.678987,0.578608939
2019.678987,0.578608939
2019.681725,0.600797499
2019.681725,0.600797499
2019.681725,0.600797499
2019.684463,0.789278815
2019.684463,0.789278815
2019.684463,0.789278815
2019.687201,0.866523723
2019.687201,0.866523723
2019.687201,0.866523723
2019.689938,0.963894318
2019.689938,0.963894318
2019.689938,0.963894318
2019.692676,0.787165855
2019.692676,0.787165855
2019.692676,0.787165855
2019.698152,0.669101075
2019.698152,0.669101075
2019.698152,0.669101075
2019.70089,0.614986415
2019.70089,0.614986415
2019.70089,0.614986415
2019.703628,0.539486157
2019.703628,0.539486157
2019.703628,0.539486157
2019.706366,0.63875453
2019.706366,0.63875453
2019.706366,0.63875453
2019.709103,0.610516693
2019.709103,0.610516693
2019.709103,0.610516693
2019.711841,0.642847975
2019.711841,0.642847975
2019.711841,0.642847975
2019.717317,0.639371262
2019.717317,0.639371262
2019.717317,0.639371262
2019.720055,0.554047214
2019.720055,0.554047214
2019.720055,0.554047214
2019.722793,0.631268852
2019.722793,0.631268852
2019.722793,0.631268852
2019.72553,0.872858081
2019.72553,0.872858081
2019.72553,0.872858081
2019.728268,0.779725025
2019.728268,0.779725025
2019.728268,0.779725025
2019.731006,0.898453437
2019.731006,0.898453437
2019.731006,0.898453437
2019.736482,0.999571474
2019.736482,0.999571474
2019.736482,0.999571474
2019.73922,0.946569378
2019.73922,0.946569378
2019.73922,0.946569378
2019.741958,0.935274466
2019.741958,0.935274466
2019.741958,0.935274466
2019.744695,0.698914982
2019.744695,0.698914982
2019.744695,0.698914982
2019.747433,0.605516674
2019.747433,0.605516674
2019.747433,0.605516674
2019.752909,0.570337068
2019.752909,0.570337068
2019.752909,0.570337068
2019.755647,0.573486885
2019.755647,0.573486885
2019.755647,0.573486885
2019.758385,0.608618806
2019.758385,0.608618806
2019.758385,0.608618806
2019.761123,0.557867315
2019.761123,0.557867315
2019.761123,0.557867315
2019.76386,0.693920986
2019.76386,0.693920986
2019.76386,0.693920986
2019.766598,0.644894917
2019.766598,0.644894917
2019.766598,0.644894917
2019.772074,0.607212628
2019.772074,0.607212628
2019.772074,0.607212628
2019.774812,0.474051382
2019.774812,0.474051382
2019.774812,0.474051382
2019.77755,0.427788355
2019.77755,0.427788355
2019.77755,0.427788355
2019.780287,0.572104708
2019.780287,0.572104708
2019.780287,0.572104708
2019.783025,0.66061523
2019.783025,0.66061523
2019.783025,0.66061523
2019.785763,0.619543972
2019.785763,0.619543972
2019.785763,0.619543972
2019.791239,0.735234598
2019.791239,0.735234598
2019.791239,0.735234598
2019.793977,1.031991221
2019.793977,1.031991221
2019.793977,1.031991221
2019.796715,0.848397377
2019.796715,0.848397377
2019.796715,0.848397377
2019.799452,0.720880695
2019.799452,0.720880695
2019.799452,0.720880695
2019.80219,0.70058195
2019.80219,0.70058195
2019.80219,0.70058195
2019.807666,0.661921887
2019.807666,0.661921887
2019.807666,0.661921887
2019.810404,0.602317703
2019.810404,0.602317703
2019.810404,0.602317703
2019.813142,0.460848693
2019.813142,0.460848693
2019.813142,0.460848693
2019.81588,0.576704926
2019.81588,0.576704926
2019.81588,0.576704926
2019.818617,0.559176612
2019.818617,0.559176612
2019.818617,0.559176612
2019.821355,0.573869887
2019.821355,0.573869887
2019.821355,0.573869887
2019.826831,0.575789552
2019.826831,0.575789552
2019.826831,0.575789552
2019.829569,0.556485879
2019.829569,0.556485879
2019.829569,0.556485879
2019.832307,0.466584454
2019.832307,0.466584454
2019.832307,0.466584454
2019.835044,0.431506404
2019.835044,0.431506404
2019.835044,0.431506404
2019.837782,0.392395655
2019.837782,0.392395655
2019.837782,0.392395655
2019.84052,0.388115812
2019.84052,0.388115812
2019.84052,0.388115812
2019.845996,0.352529715
2019.845996,0.352529715
2019.845996,0.352529715
2019.848734,0.430155245
2019.848734,0.430155245
2019.848734,0.430155245
2019.851472,0.439276418
2019.851472,0.439276418
2019.851472,0.439276418
2019.854209,0.417720949
2019.854209,0.417720949
2019.854209,0.417720949
2019.856947,0.58920259
2019.856947,0.58920259
2019.856947,0.58920259
2019.862423,0.656729967
2019.862423,0.656729967
2019.862423,0.656729967
2019.865161,0.811103158
2019.865161,0.811103158
2019.865161,0.811103158
2019.867899,0.752928388
2019.867899,0.752928388
2019.867899,0.752928388
2019.870637,0.824562146
2019.870637,0.824562146
2019.870637,0.824562146
2019.873374,0.850530718
2019.873374,0.850530718
2019.873374,0.850530718
2019.876112,0.694424326
2019.876112,0.694424326
2019.876112,0.694424326
2019.881588,0.683908305
2019.881588,0.683908305
2019.881588,0.683908305
2019.884326,1.050637592
2019.884326,1.050637592
2019.884326,1.050637592
2019.887064,1.088193293
2019.887064,1.088193293
2019.887064,1.088193293
2019.889802,0.878774981
2019.889802,0.878774981
2019.889802,0.878774981
2019.892539,0.872641356
2019.892539,0.872641356
2019.892539,0.872641356
2019.895277,0.966948963
2019.895277,0.966948963
2019.895277,0.966948963
2019.900753,0.95506313
2019.900753,0.95506313
2019.900753,0.95506313
2019.903491,1.366125315
2019.903491,1.366125315
2019.903491,1.366125315
2019.906229,0.916521103
2019.906229,0.916521103
2019.906229,0.916521103
2019.908966,0.730771756
2019.908966,0.730771756
2019.908966,0.730771756
2019.911704,2.479197492
2019.911704,2.479197492
2019.911704,2.479197492
2019.914442,2.395505092
2019.914442,2.395505092
2019.914442,2.395505092
2019.919918,1.418346096
2019.919918,1.418346096
2019.919918,1.418346096
2019.922656,1.03889657
2019.922656,1.03889657
2019.922656,1.03889657
2019.925394,0.966923271
2019.925394,0.966923271
2019.925394,0.966923271
2019.928131,2.064219183
2019.928131,2.064219183
2019.928131,2.064219183
2019.930869,1.515515433
2019.930869,1.515515433
2019.930869,1.515515433
2019.936345,0.947037835
2019.936345,0.947037835
2019.936345,0.947037835
2019.939083,0.627027108
2019.939083,0.627027108
2019.939083,0.627027108
2019.941821,0.756870037
2019.941821,0.756870037
2019.941821,0.756870037
2019.944559,1.191866347
2019.944559,1.191866347
2019.944559,1.191866347
2019.947296,1.180168063
2019.947296,1.180168063
2019.947296,1.180168063
2019.950034,0.927743816
2019.950034,0.927743816
2019.950034,0.927743816
2019.95551,0.813161504
2019.95551,0.813161504
2019.95551,0.813161504
2019.958248,0.62541208
2019.958248,0.62541208
2019.958248,0.62541208
2019.960986,1.43631833
2019.960986,1.43631833
2019.960986,1.43631833
2019.963723,0.885598948
2019.963723,0.885598948
2019.963723,0.885598948
2019.966461,1.139078542
2019.966461,1.139078542
2019.966461,1.139078542
2019.969199,1.973697713
2019.969199,1.973697713
2019.969199,1.973697713
2019.974675,1.178183214
2019.974675,1.178183214
2019.974675,1.178183214
2019.977413,0.810455237
2019.977413,0.810455237
2019.977413,0.810455237
2019.980151,0.954636638
2019.980151,0.954636638
2019.980151,0.954636638
2019.982888,1.200543838
2019.982888,1.200543838
2019.982888,1.200543838
2019.985626,0.957704932
2019.985626,0.957704932
2019.985626,0.957704932
2019.991102,0.752319636
2019.991102,0.752319636
2019.991102,0.752319636
2019.99384,0.70723898
2019.99384,0.70723898
2019.99384,0.70723898
2019.996578,1.220706229
2019.996578,1.220706229
2019.996578,1.220706229
2020,1.158188663
2020,1.158188663
2020,1.158188663
2020.002738,1.26180755
2020.002738,1.26180755
2020.002738,1.26180755
2020.005476,1.073504505
2020.005476,1.073504505
2020.005476,1.073504505
2020.008214,0.89610724
2020.008214,0.89610724
2020.008214,0.89610724
2020.010951,0.809101086
2020.010951,0.809101086
2020.010951,0.809101086
2020.013689,0.849778034
2020.013689,0.849778034
2020.013689,0.849778034
2020.019165,0.740483365
2020.019165,0.740483365
2020.019165,0.740483365
2020.021903,0.985991264
2020.021903,0.985991264
2020.021903,0.985991264
2020.024641,1.014650418
2020.024641,1.014650418
2020.024641,1.014650418
2020.027379,0.809468309
2020.027379,0.809468309
2020.027379,0.809468309
2020.030116,0.851067767
2020.030116,0.851067767
2020.030116,0.851067767
2020.032854,0.816601208
2020.032854,0.816601208
2020.032854,0.816601208
2020.03833,0.935810281
2020.03833,0.935810281
2020.03833,0.935810281
2020.041068,1.222291934
2020.041068,1.222291934
2020.041068,1.222291934
2020.043806,1.172900684
2020.043806,1.172900684
2020.043806,1.172900684
2020.046543,0.880159764
2020.046543,0.880159764
2020.046543,0.880159764
2020.049281,1.108476442
2020.049281,1.108476442
2020.049281,1.108476442
2020.052019,1.155217682
2020.052019,1.155217682
2020.052019,1.155217682
2020.057495,1.544399429
2020.057495,1.544399429
2020.057495,1.544399429
2020.060233,1.096987614
2020.060233,1.096987614
2020.060233,1.096987614
2020.062971,1.16781707
2020.062971,1.16781707
2020.062971,1.16781707
2020.065708,1.139925146
2020.065708,1.139925146
2020.065708,1.139925146
2020.068446,1.135703479
2020.068446,1.135703479
2020.068446,1.135703479
2020.073922,1.231012304
2020.073922,1.231012304
2020.073922,1.231012304
2020.07666,1.198466017
2020.07666,1.198466017
2020.07666,1.198466017
2020.079398,0.998990013
2020.079398,0.998990013
2020.079398,0.998990013
2020.082136,1.007360529
2020.082136,1.007360529
2020.082136,1.007360529
2020.084873,0.990709926
2020.084873,0.990709926
2020.084873,0.990709926
2020.087611,1.026323368
2020.087611,1.026323368
2020.087611,1.026323368
2020.093087,0.851816995
2020.093087,0.851816995
2020.093087,0.851816995
2020.095825,0.581715705
2020.095825,0.581715705
2020.095825,0.581715705
2020.098563,0.563266425
2020.098563,0.563266425
2020.098563,0.563266425
2020.1013,0.681509341
2020.1013,0.681509341
2020.1013,0.681509341
2020.104038,0.912883512
2020.104038,0.912883512
2020.104038,0.912883512
2020.106776,0.77228604
2020.106776,0.77228604
2020.106776,0.77228604
2020.112252,0.650178151
2020.112252,0.650178151
2020.112252,0.650178151
2020.11499,0.651111387
2020.11499,0.651111387
2020.11499,0.651111387
2020.117728,0.664094482
2020.117728,0.664094482
2020.117728,0.664094482
2020.120465,0.721277111
2020.120465,0.721277111
2020.120465,0.721277111
2020.123203,0.697657404
2020.123203,0.697657404
2020.123203,0.697657404
2020.128679,0.571348314
2020.128679,0.571348314
2020.128679,0.571348314
2020.131417,0.597275109
2020.131417,0.597275109
2020.131417,0.597275109
2020.134155,0.52657577
2020.134155,0.52657577
2020.134155,0.52657577
2020.136893,0.567937589
2020.136893,0.567937589
2020.136893,0.567937589
2020.13963,0.745164461
2020.13963,0.745164461
2020.13963,0.745164461
2020.142368,0.710604123
2020.142368,0.710604123
2020.142368,0.710604123
2020.147844,0.667624794
2020.147844,0.667624794
2020.147844,0.667624794
2020.150582,0.689611164
2020.150582,0.689611164
2020.150582,0.689611164
2020.15332,0.630308024
2020.15332,0.630308024
2020.15332,0.630308024
2020.156057,0.820141754
2020.156057,0.820141754
2020.156057,0.820141754
2020.158795,0.72457699
2020.158795,0.72457699
2020.158795,0.72457699
2020.161533,0.919623069
2020.161533,0.919623069
2020.161533,0.919623069
2020.167009,1.133024105
2020.167009,1.133024105
2020.167009,1.133024105
2020.169747,0.836225151
2020.169747,0.836225151
2020.169747,0.836225151
2020.172485,0.684382985
2020.172485,0.684382985
2020.172485,0.684382985
2020.175222,0.666796206
2020.175222,0.666796206
2020.175222,0.666796206
2020.17796,0.78972308
2020.17796,0.78972308
2020.17796,0.78972308
2020.180698,0.803784053
2020.180698,0.803784053
2020.180698,0.803784053
2020.186174,0.806022877
2020.186174,0.806022877
2020.186174,0.806022877
2020.188912,1.063787074
2020.188912,1.063787074
2020.188912,1.063787074
2020.19165,0.962392919
2020.19165,0.962392919
2020.19165,0.962392919
2020.194387,0.832187991
2020.194387,0.832187991
2020.194387,0.832187991
2020.197125,0.804013735
2020.197125,0.804013735
2020.197125,0.804013735
2020.202601,1.140107398
2020.202601,1.140107398
2020.202601,1.140107398
2020.205339,0.93134377
2020.205339,0.93134377
2020.205339,0.93134377
2020.208077,0.778545188
2020.208077,0.778545188
2020.208077,0.778545188
2020.210815,0.71485039
2020.210815,0.71485039
2020.210815,0.71485039
2020.213552,0.555880887
2020.213552,0.555880887
2020.213552,0.555880887
2020.21629,0.477931565
2020.21629,0.477931565
2020.21629,0.477931565
2020.221766,0.614656821
2020.221766,0.614656821
2020.221766,0.614656821
2020.224504,1.002119469
2020.224504,1.002119469
2020.224504,1.002119469
2020.227242,0.766416165
2020.227242,0.766416165
2020.227242,0.766416165
2020.229979,0.751793829
2020.229979,0.751793829
2020.229979,0.751793829
2020.232717,0.733351041
2020.232717,0.733351041
2020.232717,0.733351041
2020.235455,0.54747203
2020.235455,0.54747203
2020.235455,0.54747203
2020.240931,0.471722122
2020.240931,0.471722122
2020.240931,0.471722122
2020.243669,0.586600736
2020.243669,0.586600736
