2.019202739999999949e+03,1.025765252043628095e+01
2.019290410999999949e+03,1.025765252043628095e+01
2.019334247000000005e+03,1.058664172020711369e+01
2.019421918000000005e+03,1.059625218510027089e+01
2.019684931999999890e+03,1.148135847058127723e+01
2.019728767000000062e+03,8.416997524160521493e+00
2.019772602999999890e+03,8.662588303284298519e+00
2.019816438000000062e+03,8.749930845217290809e+00
2.019860273999999890e+03,1.053880536149402758e+01
2.020035519000000022e+03,9.850511612351205315e+00
2.020079234999999926e+03,9.974120300361935421e+00
2.020122951000000057e+03,9.818997584906371756e+00
2.020166666999999961e+03,1.137818947121377278e+01
2.020254098000000113e+03,9.679575460171216506e+00
2.020341529999999921e+03,9.886020083590292273e+00
2.020385246000000052e+03,8.673121146080857713e+00
2.020428961999999956e+03,1.170096604191369138e+01
2.020560109000000011e+03,7.301031812392531073e+00
2.020647541000000047e+03,8.506600591757393914e+00
2.020734973000000082e+03,1.065535112160466014e+01
2.020778688999999986e+03,9.308567803948328390e+00
2.020822404000000006e+03,1.040534588978914066e+01
2.020909836000000041e+03,1.038754980325215449e+01
2.020997268000000076e+03,1.138725636555063758e+01
2.021041095999999925e+03,1.149988402383780794e+01
2.021128766999999925e+03,1.066220747533254709e+01
2.021172602999999981e+03,9.687029357471743651e+00
2.021216437999999926e+03,7.747852065378891595e+00
2.021260273999999981e+03,9.960382439803005639e+00
2.021347944999999982e+03,8.299459750408052727e+00
2.021391781000000037e+03,1.116995185944608515e+01
2.021435615999999982e+03,1.059492837697426992e+01
2.021479452000000038e+03,1.014597897666285498e+01
2.021523288000000093e+03,1.012122437997070001e+01
2.021567123000000038e+03,1.045584864510816026e+01
2.021610959000000094e+03,1.054235880885310017e+01
2.021654794999999922e+03,8.043705654482485201e+00
2.021698630000000094e+03,1.242416358588758385e+01
2.021742465999999922e+03,9.608117822148882325e+00
2.021786301000000094e+03,1.140386618729925061e+01
2.021830136999999922e+03,9.265090309208776631e+00
2.021873972999999978e+03,9.243733983724377268e+00
2.021873972999999978e+03,9.243733983724377268e+00
2.021887670999999955e+03,8.326265602709895575e+00
2.021939726000000064e+03,9.004111495736854209e+00
2.021961643999999978e+03,8.151167587275201853e+00
2.021983561999999893e+03,6.640419604162944189e+00
2.022027397000000065e+03,1.164440719982245831e+01
2.022049314999999979e+03,9.310435755649018930e+00
2.022071232999999893e+03,1.160762099242273493e+01
2.022093151000000034e+03,8.122145274216602928e+00
2.022115068000000065e+03,1.226379797254518422e+01
2.022158903999999893e+03,1.137896223284618280e+01
2.022180822000000035e+03,6.957760909707142893e+00
2.022202739999999949e+03,1.277756491703340380e+01
2.022224658000000090e+03,9.661750350759062300e+00
2.022246574999999893e+03,9.388310113154320291e+00
2.022268493000000035e+03,9.514175641745994838e+00
2.022290410999999949e+03,8.353133031646988726e+00
2.022312329000000091e+03,1.240401302681781459e+01
2.022334247000000005e+03,8.120154529851383529e+00
2.022356164000000035e+03,7.384097530125512066e+00
2.022378081999999949e+03,8.629114722029564533e+00
2.022465752999999950e+03,7.371436120780949786e+00
2.022487671000000091e+03,8.769071299252933827e+00
2.022509589000000005e+03,7.716675745016940091e+00
2.022553425000000061e+03,1.068898929355094296e+01
2.022597260000000006e+03,7.128408323562228865e+00
2.022663013999999976e+03,9.729567739312585672e+00
2.022684931999999890e+03,1.164988950085701447e+01
2.022706848999999920e+03,9.347828674139071481e+00
2.022794521000000032e+03,1.108542002112273295e+01
2.022816438000000062e+03,9.007649152147040539e+00
2.022838355999999976e+03,9.475157920511374954e+00
2.022882192000000032e+03,9.847525803380746012e+00
2.022947944999999891e+03,1.011252583763336865e+01
2.022969863000000032e+03,9.383337105562848279e+00
2.023057534000000032e+03,1.306815908911805302e+01
2.023079451999999947e+03,9.424101044240670078e+00
2.023101370000000088e+03,1.042929102802506414e+01
2.023123288000000002e+03,1.063100398304782424e+01
2.023145205000000033e+03,7.447894855430414296e+00
2.023167122999999947e+03,8.609631798422215709e+00
2.023232876999999917e+03,5.807327297986089043e+00
2.023254795000000058e+03,7.832182180911810399e+00
2.023276712000000089e+03,1.006740245455836913e+01
2.023298630000000003e+03,9.414409407954074993e+00
2.023495889999999918e+03,7.463588555259923929e+00
2.023517808000000059e+03,8.185766567912938996e+00
2.023539725999999973e+03,8.272152242060981209e+00
2.023561643999999887e+03,6.886587752087075742e+00
2.023671233000000029e+03,1.381652519419097125e+01
2.023693150999999943e+03,7.846355787394105441e+00
2.023715067999999974e+03,1.178012932604905316e+01
2.023736985999999888e+03,1.041032077525093236e+01
2.023758904000000030e+03,1.022559807289320943e+01
2.023780821999999944e+03,1.252863852803483979e+01
2.023802740000000085e+03,1.151124841037249524e+01
2.023824657999999999e+03,1.274213940008938373e+01
2.023868492999999944e+03,7.932113113562287765e+00
2.023890411000000086e+03,1.129880531963138068e+01
2.023912329000000000e+03,7.441372393162974497e+00
2.023934246999999914e+03,9.513931082961338603e+00
2.023956163999999944e+03,8.811186336014207754e+00
2.024000000000000000e+03,1.026069494000000049e+01
2.024065573999999970e+03,1.026069494000000049e+01
2.024109290000000101e+03,1.026069494000000049e+01
2.024131147999999939e+03,1.026069494000000049e+01
